"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"HDFCBANK","HDFC Bank Limited","7(2)","Ketan Vora","Employees/Designated Employees","Equity Shares","86844","0",,"2500","3512500","Sell","Equity Shares","84344","0","20-Nov-2020","20-Nov-2020","23-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 17:52","https://archives.nseindia.com/corporate/xbrl/IT_1084288_365956_24112020055202_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Ajit Shetty","Employees/Designated Employees","Equity Shares","25100","0",,"4500","6316425","Pledge Revoke","Equity Shares","25100","0","20-Nov-2020","20-Nov-2020","20-Nov-2020","Pledge Creation","-","-","0","0","0","0","NA","-","24-Nov-2020 17:52","https://archives.nseindia.com/corporate/xbrl/IT_1084288_365956_24112020055202_WEB.xml"
"AIRAN","Airan Limited","7(2)","Sandeepkumar V. Agrawal","Promoters","Equity Shares","16070000","12.85",,"27538","385532","Buy","Equity Shares","16097538","12.88","23-Nov-2020","23-Nov-2020","24-Nov-2020","Market Purchase","-","-","0","0","0","0","NSE","-","24-Nov-2020 17:45","https://archives.nseindia.com/corporate/xbrl/IT_1084286_365953_24112020054541_WEB.xml"
"AIRAN","Airan Limited","7(2)","Poonam Sandeepkumar Agrawal","Promoters","Equity Shares","12725000","10.18",,"24500","343000","Buy","Equity Shares","12749500","10.2","23-Nov-2020","23-Nov-2020","24-Nov-2020","Market Purchase","-","-","0","0","0","0","NSE","-","24-Nov-2020 17:40","https://archives.nseindia.com/corporate/xbrl/IT_1084284_365950_24112020054006_WEB.xml"
"GODREJIND","Godrej Industries Limited","7(2)","Anamudi Real Estates LLP","Promoter Group","Equity Shares","4973957","1.48",,"150098","62726196","Buy","Equity Shares","5124055","1.52","19-Nov-2020","19-Nov-2020","20-Nov-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","24-Nov-2020 17:36","https://archives.nseindia.com/corporate/xbrl/IT_1084282_365947_24112020053651_WEB.xml"
"GODREJIND","Godrej Industries Limited","7(2)","Anamudi Real Estates LLP","Promoter Group","Equity Shares","4417355","1.31",,"556602","225331458","Buy","Equity Shares","4973957","1.48","18-Nov-2020","18-Nov-2020","20-Nov-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","24-Nov-2020 17:36","https://archives.nseindia.com/corporate/xbrl/IT_1084282_365947_24112020053651_WEB.xml"
"ITC","ITC Limited","7(2)","D.V.R. RAJIV MOHAN","Employees/Designated Employees","Equity Shares","288229","0",,"500","94500","Sell","Equity Shares","287729","0","19-Nov-2020","19-Nov-2020","21-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 17:35","https://archives.nseindia.com/corporate/xbrl/IT_1084281_365944_24112020053551_WEB.xml"
"ITC","ITC Limited","7(2)","D.V.R. RAJIV MOHAN","Employees/Designated Employees","Equity Shares","287729","0",,"19500","3727815","Sell","Equity Shares","268229","0","20-Nov-2020","20-Nov-2020","21-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 17:35","https://archives.nseindia.com/corporate/xbrl/IT_1084281_365944_24112020053551_WEB.xml"
"CRISIL","CRISIL Limited","7(2)","Mudit Goel","Employees/Designated Employees","Equity Shares","3000","0",,"1300","2606589","Sell","Equity Shares","1700","0","20-Nov-2020","23-Nov-2020","23-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 17:26","https://archives.nseindia.com/corporate/xbrl/IT_1084278_365940_24112020052636_WEB.xml"
"CRISIL","CRISIL Limited","7(2)","Prosenjit Ghosh","Employees/Designated Employees","Equity Shares","550","0",,"550","1126650","Sell","Equity Shares","Nil","0","18-Nov-2020","19-Nov-2020","23-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 17:26","https://archives.nseindia.com/corporate/xbrl/IT_1084278_365940_24112020052636_WEB.xml"
"CRISIL","CRISIL Limited","7(2)","Vishal Ahuja","Employees/Designated Employees","Equity Shares","800","0",,"550","1104280","Sell","Equity Shares","250","0","14-Nov-2020","18-Nov-2020","23-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 17:26","https://archives.nseindia.com/corporate/xbrl/IT_1084278_365940_24112020052636_WEB.xml"
"EICHERMOT","Eicher Motors Limited","7(2)","VINOD KUMAR AGGARWAL","Employees/Designated Employees","Equity Shares","47000","0.01",,"10000","26741303","Sell","Equity Shares","37000","0.01","24-Nov-2020","24-Nov-2020","24-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 17:12","https://archives.nseindia.com/corporate/xbrl/IT_1084276_365934_24112020051213_WEB.xml"
"EICHERMOT","Eicher Motors Limited","7(2)","MARCIN PAWEL NECZAJ","Employees/Designated Employees","Equity Shares","6000","0",,"6000","15380400","Sell","Equity Shares","Nil","0","20-Nov-2020","20-Nov-2020","20-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 17:12","https://archives.nseindia.com/corporate/xbrl/IT_1084276_365934_24112020051213_WEB.xml"
"EICHERMOT","Eicher Motors Limited","7(2)","JONATHAN P BENNETT","Employees/Designated Employees","Equity Shares","2500","0",,"2500","6428161","Sell","Equity Shares","Nil","0","20-Nov-2020","20-Nov-2020","23-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 17:12","https://archives.nseindia.com/corporate/xbrl/IT_1084276_365934_24112020051213_WEB.xml"
"EICHERMOT","Eicher Motors Limited","7(2)","ANTHONY JOHN LOFFREDO","Employees/Designated Employees","Equity Shares","2080","0",,"2080","5392770","Sell","Equity Shares","Nil","0","23-Nov-2020","23-Nov-2020","23-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 17:12","https://archives.nseindia.com/corporate/xbrl/IT_1084276_365934_24112020051213_WEB.xml"
"EICHERMOT","Eicher Motors Limited","7(2)","SHASHI KUMAR N","Employees/Designated Employees","Equity Shares","6500","0",,"3000","7653750","Pledge","Equity Shares","6500","0","20-Nov-2020","20-Nov-2020","23-Nov-2020","Pledge Creation","-","-","0","0","0","0","NA","-","24-Nov-2020 17:12","https://archives.nseindia.com/corporate/xbrl/IT_1084276_365934_24112020051213_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Uday Grover","Employees/Designated Employees","Equity Shares","2000","0",,"500","1212500","Sell","Equity Shares","1500","0","20-Nov-2020","20-Nov-2020","24-Nov-2020","Market Sale","-","-","0","0","0","0","BSE","-","24-Nov-2020 17:09","https://archives.nseindia.com/corporate/xbrl/IT_1084275_365931_24112020050910_WEB.xml"
"PHOENIXLTD","The Phoenix Mills Limited","7(2)","Pradumna Kanodia","Key Managerial Personnel","Equity Shares","31668","0.02",,"5798","3815084","Sell","Equity Shares","25870","0.02","18-Nov-2020","18-Nov-2020","20-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 16:50","https://archives.nseindia.com/corporate/xbrl/IT_1084272_365928_24112020045056_WEB.xml"
"PHOENIXLTD","The Phoenix Mills Limited","7(2)","Pradumna Kanodia","Key Managerial Personnel","Equity Shares","25870","0.02",,"13000","8584550","Sell","Equity Shares","12870","0.01","19-Nov-2020","19-Nov-2020","20-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 16:50","https://archives.nseindia.com/corporate/xbrl/IT_1084272_365928_24112020045056_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Devang Gheewalla","Employees/Designated Employees","Equity Shares","90111","0",,"1000","1900000","Sell","Equity Shares","89111","0","23-Nov-2020","23-Nov-2020","23-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 16:45","https://archives.nseindia.com/corporate/xbrl/IT_1084271_365925_24112020044511_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Janak Desai","Promoter Group","Equity Shares","1102118","0.06",,"1000","1899900","Sell","Equity Shares","1101118","0.06","23-Nov-2020","23-Nov-2020","23-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 16:45","https://archives.nseindia.com/corporate/xbrl/IT_1084271_365925_24112020044511_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Bhargesh Ojha","Employees/Designated Employees","Equity Shares","27859","0",,"200","380000","Sell","Equity Shares","27659","0","23-Nov-2020","23-Nov-2020","23-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 16:45","https://archives.nseindia.com/corporate/xbrl/IT_1084271_365925_24112020044511_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Deepak Shakdher","Employees/Designated Employees","Equity Shares","86760","0",,"35760","67441897","Sell","Equity Shares","51000","0","20-Nov-2020","20-Nov-2020","23-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 16:45","https://archives.nseindia.com/corporate/xbrl/IT_1084271_365925_24112020044511_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Sudhakar Shanbhag","Employees/Designated Employees","Equity Shares","172142","0.01",,"2000","3840180","Sell","Equity Shares","170142","0.01","24-Nov-2020","24-Nov-2020","24-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 16:45","https://archives.nseindia.com/corporate/xbrl/IT_1084271_365925_24112020044511_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Paul Parambi","Employees/Designated Employees","Equity Shares","93623","0.01",,"5000","9664500","Sell","Equity Shares","88623","0","24-Nov-2020","24-Nov-2020","24-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 16:45","https://archives.nseindia.com/corporate/xbrl/IT_1084271_365925_24112020044511_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Mukesh Kumar Bohara","Employees/Designated Employees","Equity Shares","26458","0",,"1000","1881535","Sell","Equity Shares","25458","0","20-Nov-2020","23-Nov-2020","23-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 16:45","https://archives.nseindia.com/corporate/xbrl/IT_1084271_365925_24112020044511_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Rajive Jain","Employees/Designated Employees","Equity Shares","11107","0",,"3000","5553000","Sell","Equity Shares","8107","0.01","20-Nov-2020","20-Nov-2020","23-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 16:45","https://archives.nseindia.com/corporate/xbrl/IT_1084271_365925_24112020044511_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Janak Desai","Promoter Group","Equity Shares","1101118","0.06",,"2000","3850000","Sell","Equity Shares","1099118","0.06","24-Nov-2020","24-Nov-2020","24-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 16:45","https://archives.nseindia.com/corporate/xbrl/IT_1084271_365925_24112020044511_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Avinash Baliramji Welekar","Employees/Designated Employees","Equity Shares","3373","0",,"2373","4582429","Sell","Equity Shares","1000","0","24-Nov-2020","24-Nov-2020","24-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 16:45","https://archives.nseindia.com/corporate/xbrl/IT_1084271_365925_24112020044511_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","B S Sivakumar","Employees/Designated Employees","Equity Shares","110000","0.01",,"500","902916","Sell","Equity Shares","109500","0.01","18-Nov-2020","18-Nov-2020","24-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 16:45","https://archives.nseindia.com/corporate/xbrl/IT_1084271_365925_24112020044511_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","B S Sivakumar","Employees/Designated Employees","Equity Shares","109500","0.01",,"500","924231","Sell","Equity Shares","109000","0.01","19-Nov-2020","19-Nov-2020","24-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 16:45","https://archives.nseindia.com/corporate/xbrl/IT_1084271_365925_24112020044511_WEB.xml"
"BAJAJFINSV","Bajaj Finserv Limited","7(2)","YOGESH GUPTA","Employees/Designated Employees","Equity Shares","4700","0",,"4250","33350852","Sell","Equity Shares","450","0","29-Oct-2019","28-Sep-2020","24-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 16:38","https://archives.nseindia.com/corporate/xbrl/IT_1084268_365922_24112020043833_WEB.xml"
"BAJAJFINSV","Bajaj Finserv Limited","7(2)","YOGESH GUPTA","Employees/Designated Employees","Equity Shares","Nil","0",,"4700","39459633","Buy","Equity Shares","4700","0","23-Oct-2019","29-Sep-2020","24-Nov-2020","Market Purchase","-","-","0","0","0","0","NSE","-","24-Nov-2020 16:38","https://archives.nseindia.com/corporate/xbrl/IT_1084268_365922_24112020043833_WEB.xml"
"MOTOGENFIN","The Motor & General Finance Limited","7(2)","GEE GEE HOLDINGS (P) LTD","Promoter Group","Equity Shares","1798630","4.64",,"5661","94793","Buy","Equity Shares","1804291","4.66","23-Nov-2020","23-Nov-2020","24-Nov-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","24-Nov-2020 16:38","https://archives.nseindia.com/corporate/xbrl/IT_1084267_365920_24112020043814_WEB.xml"
"SIYSIL","Siyaram Silk Mills Limited","7(3)","Ashok Jalan HUF","-","Equity Shares","10000","0.02",,"800","122695","Buy","Equity Shares","10800","0.02","23-Nov-2020","23-Nov-2020","24-Nov-2020","Market Purchase","-","-","0","0","0","0","NSE","-","24-Nov-2020 16:37","https://archives.nseindia.com/corporate/xbrl/IT_1084266_365917_24112020043752_WEB.xml"
"SIYSIL","Siyaram Silk Mills Limited","7(3)","Priyanka Agarwal","-","Equity Shares","8100","0.02",,"9900","1527333","Buy","Equity Shares","18000","0.04","23-Nov-2020","23-Nov-2020","24-Nov-2020","Market Purchase","-","-","0","0","0","0","NSE","-","24-Nov-2020 16:37","https://archives.nseindia.com/corporate/xbrl/IT_1084266_365917_24112020043752_WEB.xml"
"ASIANTILES","Asian Granito India Limited","7(2)","Bhagubhai P Patel HUF","Promoter Group","Equity Shares","127700","0.41",,"127700","37122390","Pledge","Equity Shares","127700","0.41","20-Nov-2020","20-Nov-2020","20-Nov-2020","Pledge Creation","-","-","0","0","0","0","NA","-","24-Nov-2020 16:25","https://archives.nseindia.com/corporate/xbrl/IT_1084262_365913_24112020042533_WEB.xml"
"AJANTPHARM","Ajanta Pharma Limited","7(2)","Aayush M Agrawal, trustee Aayush Agrawal Trust","Promoters","Equity Shares","12540389","14.37",,"120000","183270000","Pledge","Equity Shares","12540389","14.37","23-Nov-2020","23-Nov-2020","24-Nov-2020","Pledge Creation","-","-","0","0","0","0","NA","-","24-Nov-2020 16:23","https://archives.nseindia.com/corporate/xbrl/IT_1084260_365910_24112020042357_WEB.xml"
"ASIANTILES","Asian Granito India Limited","7(2)","Kamleshbhai Bhagubhai Patel HUF","Promoter Group","Equity Shares","211400","0.68",,"211400","61453980","Pledge","Equity Shares","211400","0.68","19-Nov-2020","19-Nov-2020","20-Nov-2020","Pledge Creation","-","-","0","0","0","0","NA","-","24-Nov-2020 16:12","https://archives.nseindia.com/corporate/xbrl/IT_1084258_365907_24112020041206_WEB.xml"
"BERGEPAINT","Berger Paints (I) Limited","7(2)","Sanjoy Bhowmick","Employees/Designated Employees","Equity Shares","6117","0",,"2500","1590200","Sell","Equity Shares","3617","0","23-Nov-2020","23-Nov-2020","24-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 16:02","https://archives.nseindia.com/corporate/xbrl/IT_1084256_365904_24112020040245_WEB.xml"
"TATASTLLP","Tata Steel Long Products Limited","7(2)","Tata Steel Limited","Promoters","Equity Shares","34237521","75.91",,"10000","4911577","Sell","Equity Shares","34227521","75.89","23-Nov-2020","23-Nov-2020","23-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 15:54","https://archives.nseindia.com/corporate/xbrl/IT_1084254_365899_24112020035405_WEB.xml"
"GEEKAYWIRE","Geekay Wires Limited","7(2)","MANJU GARG","Immediate relative","Equity Shares","Nil","0",,"25","1605","Buy","Equity Shares","25","0","23-Nov-2020","23-Nov-2020","24-Nov-2020","Market Purchase","-","-","0","0","0","0","NSE","-","24-Nov-2020 15:53","https://archives.nseindia.com/corporate/xbrl/IT_1084253_365897_24112020035349_WEB.xml"
"TCI","Transport Corporation of India Limited","7(2)","Bhoruka Supply Chain Solutions Holdings Limited","Promoter Group","Equity Shares","34274988","44.52",,"6007","1502233","Buy","Equity Shares","34280995","44.53","23-Nov-2020","23-Nov-2020","24-Nov-2020","Market Purchase","-","-","0","0","0","0","NSE","-","24-Nov-2020 15:51","https://archives.nseindia.com/corporate/xbrl/IT_1084250_365892_24112020035123_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","Bhushan Vartak","Other","Equity Shares","23000","0",,"2000","877000","Buy","Equity Shares","25000","0","18-Nov-2020","19-Nov-2020","20-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","24-Nov-2020 15:44","https://archives.nseindia.com/corporate/xbrl/IT_1084249_365882_24112020034416_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","Rajesh kumar Dahiya","Other","Equity Shares","26395","0",,"20000","12230000","Sell","Equity Shares","6395","0","24-Nov-2020","24-Nov-2020","24-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 15:44","https://archives.nseindia.com/corporate/xbrl/IT_1084249_365882_24112020034416_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","Bhushan Vartak","Other","Equity Shares","24000","0",,"1000","636000","Sell","Equity Shares","23000","0","18-Nov-2020","19-Nov-2020","20-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 15:44","https://archives.nseindia.com/corporate/xbrl/IT_1084249_365882_24112020034416_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","Praveen Laxmidas Bhatt","Other","Equity Shares","5000","0",,"5800","3150080","Buy","Equity Shares","10800","0","17-Nov-2020","18-Nov-2020","20-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","24-Nov-2020 15:44","https://archives.nseindia.com/corporate/xbrl/IT_1084249_365882_24112020034416_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","Praveen Laxmidas Bhatt","Other","Equity Shares","6000","0",,"1000","624500","Sell","Equity Shares","5000","0","17-Nov-2020","18-Nov-2020","20-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Nov-2020 15:44","https://archives.nseindia.com/corporate/xbrl/IT_1084249_365882_24112020034416_WEB.xml"
"CONFIPET","Confidence Petroleum India Limited","7(2)","SUMANT JAYANTILAL SUTARIA","Director","Equity Shares","9380","0",,"9380","259075","Sell","Equity Shares","Nil","0","19-Nov-2020","19-Nov-2020","23-Nov-2020","Market Sale","-","-","0","0","0","0","BSE,NSE","-","24-Nov-2020 15:43","https://archives.nseindia.com/corporate/xbrl/IT_1084248_365879_24112020034302_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","Kalidindi Roopa","Director","Equity Shares","2242695","4.96",,"15343","2201721","Buy","Equity Shares","2258038","4.99","23-Nov-2020","23-Nov-2020","23-Nov-2020","Market Purchase","-","-","0","0","0","0","NSE","-","24-Nov-2020 15:31","https://archives.nseindia.com/corporate/xbrl/IT_1084245_365876_24112020033111_WEB.xml"
